municipality_code,age_code,year_code,sex_code,year,sveitarfelag_source,age,sex,population
9999,-1,1998,0,1998,Alls,Alls,Alls,272381
9999,-1,1999,0,1999,Alls,Alls,Alls,275712
9999,-1,2000,0,2000,Alls,Alls,Alls,279049
9999,-1,2001,0,2001,Alls,Alls,Alls,283361
9999,-1,2002,0,2002,Alls,Alls,Alls,286575
9999,-1,2003,0,2003,Alls,Alls,Alls,288471
9999,-1,2004,0,2004,Alls,Alls,Alls,290570
9999,-1,2005,0,2005,Alls,Alls,Alls,293577
9999,-1,2006,0,2006,Alls,Alls,Alls,299891
9999,-1,2007,0,2007,Alls,Alls,Alls,307672
9999,-1,2008,0,2008,Alls,Alls,Alls,315459
9999,-1,2009,0,2009,Alls,Alls,Alls,319368
9999,-1,2010,0,2010,Alls,Alls,Alls,317630
9999,-1,2011,0,2011,Alls,Alls,Alls,311841
9999,-1,2012,0,2012,Alls,Alls,Alls,313182
9999,-1,2013,0,2013,Alls,Alls,Alls,315810
9999,-1,2014,0,2014,Alls,Alls,Alls,319718
9999,-1,2015,0,2015,Alls,Alls,Alls,323024
9999,-1,2016,0,2016,Alls,Alls,Alls,326036
9999,-1,2017,0,2017,Alls,Alls,Alls,332507
9999,-1,2018,0,2018,Alls,Alls,Alls,342183
9999,-1,2019,0,2019,Alls,Alls,Alls,349468
9999,-1,2020,0,2020,Alls,Alls,Alls,354042
9999,-1,2021,0,2021,Alls,Alls,Alls,358298
9999,-1,2022,0,2022,Alls,Alls,Alls,364917
9999,-1,2023,0,2023,Alls,Alls,Alls,375218
9999,-1,2024,0,2024,Alls,Alls,Alls,383726
9999,-1,2025,0,2025,Alls,Alls,Alls,389444
9999,-1,2026,0,2026,Alls,Alls,Alls,394324
9999,6,1998,0,1998,Alls, 6 ára,Alls,4482
9999,6,1999,0,1999,Alls, 6 ára,Alls,4515
9999,6,2000,0,2000,Alls, 6 ára,Alls,4592
9999,6,2001,0,2001,Alls, 6 ára,Alls,4464
9999,6,2002,0,2002,Alls, 6 ára,Alls,4319
9999,6,2003,0,2003,Alls, 6 ára,Alls,4433
9999,6,2004,0,2004,Alls, 6 ára,Alls,4228
9999,6,2005,0,2005,Alls, 6 ára,Alls,4240
9999,6,2006,0,2006,Alls, 6 ára,Alls,4172
9999,6,2007,0,2007,Alls, 6 ára,Alls,4364
9999,6,2008,0,2008,Alls, 6 ára,Alls,4200
9999,6,2009,0,2009,Alls, 6 ára,Alls,4159
9999,6,2010,0,2010,Alls, 6 ára,Alls,4248
9999,6,2011,0,2011,Alls, 6 ára,Alls,4325
9999,6,2012,0,2012,Alls, 6 ára,Alls,4303
9999,6,2013,0,2013,Alls, 6 ára,Alls,4398
9999,6,2014,0,2014,Alls, 6 ára,Alls,4522
9999,6,2015,0,2015,Alls, 6 ára,Alls,4685
9999,6,2016,0,2016,Alls, 6 ára,Alls,4819
9999,6,2017,0,2017,Alls, 6 ára,Alls,4833
9999,6,2018,0,2018,Alls, 6 ára,Alls,4552
9999,6,2019,0,2019,Alls, 6 ára,Alls,4595
9999,6,2020,0,2020,Alls, 6 ára,Alls,4445
9999,6,2021,0,2021,Alls, 6 ára,Alls,4511
9999,6,2022,0,2022,Alls, 6 ára,Alls,4325
9999,6,2023,0,2023,Alls, 6 ára,Alls,4297
9999,6,2024,0,2024,Alls, 6 ára,Alls,4354
9999,6,2025,0,2025,Alls, 6 ára,Alls,4436
9999,6,2026,0,2026,Alls, 6 ára,Alls,4677
9999,7,1998,0,1998,Alls, 7 ára,Alls,4705
9999,7,1999,0,1999,Alls, 7 ára,Alls,4467
9999,7,2000,0,2000,Alls, 7 ára,Alls,4543
9999,7,2001,0,2001,Alls, 7 ára,Alls,4632
9999,7,2002,0,2002,Alls, 7 ára,Alls,4487
9999,7,2003,0,2003,Alls, 7 ára,Alls,4328
9999,7,2004,0,2004,Alls, 7 ára,Alls,4429
9999,7,2005,0,2005,Alls, 7 ára,Alls,4238
9999,7,2006,0,2006,Alls, 7 ára,Alls,4282
9999,7,2007,0,2007,Alls, 7 ára,Alls,4195
9999,7,2008,0,2008,Alls, 7 ára,Alls,4412
9999,7,2009,0,2009,Alls, 7 ára,Alls,4231
9999,7,2010,0,2010,Alls, 7 ára,Alls,4119
9999,7,2011,0,2011,Alls, 7 ára,Alls,4185
9999,7,2012,0,2012,Alls, 7 ára,Alls,4313
9999,7,2013,0,2013,Alls, 7 ára,Alls,4311
9999,7,2014,0,2014,Alls, 7 ára,Alls,4430
9999,7,2015,0,2015,Alls, 7 ára,Alls,4513
9999,7,2016,0,2016,Alls, 7 ára,Alls,4677
9999,7,2017,0,2017,Alls, 7 ára,Alls,4874
9999,7,2018,0,2018,Alls, 7 ára,Alls,4882
9999,7,2019,0,2019,Alls, 7 ára,Alls,4605
9999,7,2020,0,2020,Alls, 7 ára,Alls,4609
9999,7,2021,0,2021,Alls, 7 ára,Alls,4495
9999,7,2022,0,2022,Alls, 7 ára,Alls,4547
9999,7,2023,0,2023,Alls, 7 ára,Alls,4416
9999,7,2024,0,2024,Alls, 7 ára,Alls,4337
9999,7,2025,0,2025,Alls, 7 ára,Alls,4423
9999,7,2026,0,2026,Alls, 7 ára,Alls,4429
9999,8,1998,0,1998,Alls, 8 ára,Alls,4451
9999,8,1999,0,1999,Alls, 8 ára,Alls,4717
9999,8,2000,0,2000,Alls, 8 ára,Alls,4483
9999,8,2001,0,2001,Alls, 8 ára,Alls,4564
9999,8,2002,0,2002,Alls, 8 ára,Alls,4637
9999,8,2003,0,2003,Alls, 8 ára,Alls,4472
9999,8,2004,0,2004,Alls, 8 ára,Alls,4336
9999,8,2005,0,2005,Alls, 8 ára,Alls,4427
9999,8,2006,0,2006,Alls, 8 ára,Alls,4265
9999,8,2007,0,2007,Alls, 8 ára,Alls,4295
9999,8,2008,0,2008,Alls, 8 ára,Alls,4238
9999,8,2009,0,2009,Alls, 8 ára,Alls,4453
9999,8,2010,0,2010,Alls, 8 ára,Alls,4211
9999,8,2011,0,2011,Alls, 8 ára,Alls,4051
9999,8,2012,0,2012,Alls, 8 ára,Alls,4162
9999,8,2013,0,2013,Alls, 8 ára,Alls,4303
9999,8,2014,0,2014,Alls, 8 ára,Alls,4347
9999,8,2015,0,2015,Alls, 8 ára,Alls,4448
9999,8,2016,0,2016,Alls, 8 ára,Alls,4501
9999,8,2017,0,2017,Alls, 8 ára,Alls,4716
9999,8,2018,0,2018,Alls, 8 ára,Alls,4920
9999,8,2019,0,2019,Alls, 8 ára,Alls,4910
9999,8,2020,0,2020,Alls, 8 ára,Alls,4635
9999,8,2021,0,2021,Alls, 8 ára,Alls,4677
9999,8,2022,0,2022,Alls, 8 ára,Alls,4518
9999,8,2023,0,2023,Alls, 8 ára,Alls,4618
9999,8,2024,0,2024,Alls, 8 ára,Alls,4475
9999,8,2025,0,2025,Alls, 8 ára,Alls,4383
9999,8,2026,0,2026,Alls, 8 ára,Alls,4453
9999,9,1998,0,1998,Alls, 9 ára,Alls,4552
9999,9,1999,0,1999,Alls, 9 ára,Alls,4459
9999,9,2000,0,2000,Alls, 9 ára,Alls,4749
9999,9,2001,0,2001,Alls, 9 ára,Alls,4508
9999,9,2002,0,2002,Alls, 9 ára,Alls,4597
9999,9,2003,0,2003,Alls, 9 ára,Alls,4642
9999,9,2004,0,2004,Alls, 9 ára,Alls,4497
9999,9,2005,0,2005,Alls, 9 ára,Alls,4343
9999,9,2006,0,2006,Alls, 9 ára,Alls,4445
9999,9,2007,0,2007,Alls, 9 ára,Alls,4278
9999,9,2008,0,2008,Alls, 9 ára,Alls,4315
9999,9,2009,0,2009,Alls, 9 ára,Alls,4268
9999,9,2010,0,2010,Alls, 9 ára,Alls,4433
9999,9,2011,0,2011,Alls, 9 ára,Alls,4166
9999,9,2012,0,2012,Alls, 9 ára,Alls,4048
9999,9,2013,0,2013,Alls, 9 ára,Alls,4184
9999,9,2014,0,2014,Alls, 9 ára,Alls,4344
9999,9,2015,0,2015,Alls, 9 ára,Alls,4367
9999,9,2016,0,2016,Alls, 9 ára,Alls,4444
9999,9,2017,0,2017,Alls, 9 ára,Alls,4523
9999,9,2018,0,2018,Alls, 9 ára,Alls,4766
9999,9,2019,0,2019,Alls, 9 ára,Alls,4953
9999,9,2020,0,2020,Alls, 9 ára,Alls,4934
9999,9,2021,0,2021,Alls, 9 ára,Alls,4697
9999,9,2022,0,2022,Alls, 9 ára,Alls,4726
9999,9,2023,0,2023,Alls, 9 ára,Alls,4595
9999,9,2024,0,2024,Alls, 9 ára,Alls,4683
9999,9,2025,0,2025,Alls, 9 ára,Alls,4522
9999,9,2026,0,2026,Alls, 9 ára,Alls,4407
9999,10,1998,0,1998,Alls, 10 ára,Alls,4120
9999,10,1999,0,1999,Alls, 10 ára,Alls,4570
9999,10,2000,0,2000,Alls, 10 ára,Alls,4464
9999,10,2001,0,2001,Alls, 10 ára,Alls,4766
9999,10,2002,0,2002,Alls, 10 ára,Alls,4502
9999,10,2003,0,2003,Alls, 10 ára,Alls,4601
9999,10,2004,0,2004,Alls, 10 ára,Alls,4658
9999,10,2005,0,2005,Alls, 10 ára,Alls,4505
9999,10,2006,0,2006,Alls, 10 ára,Alls,4364
9999,10,2007,0,2007,Alls, 10 ára,Alls,4453
9999,10,2008,0,2008,Alls, 10 ára,Alls,4338
9999,10,2009,0,2009,Alls, 10 ára,Alls,4352
9999,10,2010,0,2010,Alls, 10 ára,Alls,4229
9999,10,2011,0,2011,Alls, 10 ára,Alls,4388
9999,10,2012,0,2012,Alls, 10 ára,Alls,4153
9999,10,2013,0,2013,Alls, 10 ára,Alls,4050
9999,10,2014,0,2014,Alls, 10 ára,Alls,4205
9999,10,2015,0,2015,Alls, 10 ára,Alls,4365
9999,10,2016,0,2016,Alls, 10 ára,Alls,4339
9999,10,2017,0,2017,Alls, 10 ára,Alls,4483
9999,10,2018,0,2018,Alls, 10 ára,Alls,4570
9999,10,2019,0,2019,Alls, 10 ára,Alls,4815
9999,10,2020,0,2020,Alls, 10 ára,Alls,4996
9999,10,2021,0,2021,Alls, 10 ára,Alls,4996
9999,10,2022,0,2022,Alls, 10 ára,Alls,4720
9999,10,2023,0,2023,Alls, 10 ára,Alls,4838
9999,10,2024,0,2024,Alls, 10 ára,Alls,4662
9999,10,2025,0,2025,Alls, 10 ára,Alls,4722
9999,10,2026,0,2026,Alls, 10 ára,Alls,4556
9999,11,1998,0,1998,Alls, 11 ára,Alls,3845
9999,11,1999,0,1999,Alls, 11 ára,Alls,4126
9999,11,2000,0,2000,Alls, 11 ára,Alls,4582
9999,11,2001,0,2001,Alls, 11 ára,Alls,4470
9999,11,2002,0,2002,Alls, 11 ára,Alls,4796
9999,11,2003,0,2003,Alls, 11 ára,Alls,4492
9999,11,2004,0,2004,Alls, 11 ára,Alls,4617
9999,11,2005,0,2005,Alls, 11 ára,Alls,4661
9999,11,2006,0,2006,Alls, 11 ára,Alls,4540
9999,11,2007,0,2007,Alls, 11 ára,Alls,4390
9999,11,2008,0,2008,Alls, 11 ára,Alls,4489
9999,11,2009,0,2009,Alls, 11 ára,Alls,4358
9999,11,2010,0,2010,Alls, 11 ára,Alls,4332
9999,11,2011,0,2011,Alls, 11 ára,Alls,4197
9999,11,2012,0,2012,Alls, 11 ára,Alls,4375
9999,11,2013,0,2013,Alls, 11 ára,Alls,4162
9999,11,2014,0,2014,Alls, 11 ára,Alls,4065
9999,11,2015,0,2015,Alls, 11 ára,Alls,4210
9999,11,2016,0,2016,Alls, 11 ára,Alls,4358
9999,11,2017,0,2017,Alls, 11 ára,Alls,4340
9999,11,2018,0,2018,Alls, 11 ára,Alls,4535
9999,11,2019,0,2019,Alls, 11 ára,Alls,4609
9999,11,2020,0,2020,Alls, 11 ára,Alls,4846
9999,11,2021,0,2021,Alls, 11 ára,Alls,5050
9999,11,2022,0,2022,Alls, 11 ára,Alls,5050
9999,11,2023,0,2023,Alls, 11 ára,Alls,4795
9999,11,2024,0,2024,Alls, 11 ára,Alls,4913
9999,11,2025,0,2025,Alls, 11 ára,Alls,4701
9999,11,2026,0,2026,Alls, 11 ára,Alls,4738
9999,12,1998,0,1998,Alls, 12 ára,Alls,3847
9999,12,1999,0,1999,Alls, 12 ára,Alls,3841
9999,12,2000,0,2000,Alls, 12 ára,Alls,4141
9999,12,2001,0,2001,Alls, 12 ára,Alls,4598
9999,12,2002,0,2002,Alls, 12 ára,Alls,4480
9999,12,2003,0,2003,Alls, 12 ára,Alls,4801
9999,12,2004,0,2004,Alls, 12 ára,Alls,4498
9999,12,2005,0,2005,Alls, 12 ára,Alls,4624
9999,12,2006,0,2006,Alls, 12 ára,Alls,4692
9999,12,2007,0,2007,Alls, 12 ára,Alls,4549
9999,12,2008,0,2008,Alls, 12 ára,Alls,4425
9999,12,2009,0,2009,Alls, 12 ára,Alls,4524
9999,12,2010,0,2010,Alls, 12 ára,Alls,4346
9999,12,2011,0,2011,Alls, 12 ára,Alls,4298
9999,12,2012,0,2012,Alls, 12 ára,Alls,4197
9999,12,2013,0,2013,Alls, 12 ára,Alls,4362
9999,12,2014,0,2014,Alls, 12 ára,Alls,4185
9999,12,2015,0,2015,Alls, 12 ára,Alls,4079
9999,12,2016,0,2016,Alls, 12 ára,Alls,4217
9999,12,2017,0,2017,Alls, 12 ára,Alls,4402
9999,12,2018,0,2018,Alls, 12 ára,Alls,4390
9999,12,2019,0,2019,Alls, 12 ára,Alls,4564
9999,12,2020,0,2020,Alls, 12 ára,Alls,4638
9999,12,2021,0,2021,Alls, 12 ára,Alls,4886
9999,12,2022,0,2022,Alls, 12 ára,Alls,5094
9999,12,2023,0,2023,Alls, 12 ára,Alls,5120
9999,12,2024,0,2024,Alls, 12 ára,Alls,4857
9999,12,2025,0,2025,Alls, 12 ára,Alls,4967
9999,12,2026,0,2026,Alls, 12 ára,Alls,4735
9999,13,1998,0,1998,Alls, 13 ára,Alls,4052
9999,13,1999,0,1999,Alls, 13 ára,Alls,3848
9999,13,2000,0,2000,Alls, 13 ára,Alls,3858
9999,13,2001,0,2001,Alls, 13 ára,Alls,4156
9999,13,2002,0,2002,Alls, 13 ára,Alls,4628
9999,13,2003,0,2003,Alls, 13 ára,Alls,4483
9999,13,2004,0,2004,Alls, 13 ára,Alls,4810
9999,13,2005,0,2005,Alls, 13 ára,Alls,4504
9999,13,2006,0,2006,Alls, 13 ára,Alls,4655
9999,13,2007,0,2007,Alls, 13 ára,Alls,4703
9999,13,2008,0,2008,Alls, 13 ára,Alls,4585
9999,13,2009,0,2009,Alls, 13 ára,Alls,4452
9999,13,2010,0,2010,Alls, 13 ára,Alls,4507
9999,13,2011,0,2011,Alls, 13 ára,Alls,4327
9999,13,2012,0,2012,Alls, 13 ára,Alls,4284
9999,13,2013,0,2013,Alls, 13 ára,Alls,4209
9999,13,2014,0,2014,Alls, 13 ára,Alls,4397
9999,13,2015,0,2015,Alls, 13 ára,Alls,4188
9999,13,2016,0,2016,Alls, 13 ára,Alls,4101
9999,13,2017,0,2017,Alls, 13 ára,Alls,4254
9999,13,2018,0,2018,Alls, 13 ára,Alls,4433
9999,13,2019,0,2019,Alls, 13 ára,Alls,4425
9999,13,2020,0,2020,Alls, 13 ára,Alls,4584
9999,13,2021,0,2021,Alls, 13 ára,Alls,4689
9999,13,2022,0,2022,Alls, 13 ára,Alls,4941
9999,13,2023,0,2023,Alls, 13 ára,Alls,5173
9999,13,2024,0,2024,Alls, 13 ára,Alls,5177
9999,13,2025,0,2025,Alls, 13 ára,Alls,4889
9999,13,2026,0,2026,Alls, 13 ára,Alls,5000
9999,14,1998,0,1998,Alls, 14 ára,Alls,4249
9999,14,1999,0,1999,Alls, 14 ára,Alls,4062
9999,14,2000,0,2000,Alls, 14 ára,Alls,3882
9999,14,2001,0,2001,Alls, 14 ára,Alls,3885
9999,14,2002,0,2002,Alls, 14 ára,Alls,4172
9999,14,2003,0,2003,Alls, 14 ára,Alls,4639
9999,14,2004,0,2004,Alls, 14 ára,Alls,4498
9999,14,2005,0,2005,Alls, 14 ára,Alls,4820
9999,14,2006,0,2006,Alls, 14 ára,Alls,4535
9999,14,2007,0,2007,Alls, 14 ára,Alls,4665
9999,14,2008,0,2008,Alls, 14 ára,Alls,4748
9999,14,2009,0,2009,Alls, 14 ára,Alls,4613
9999,14,2010,0,2010,Alls, 14 ára,Alls,4430
9999,14,2011,0,2011,Alls, 14 ára,Alls,4490
9999,14,2012,0,2012,Alls, 14 ára,Alls,4320
9999,14,2013,0,2013,Alls, 14 ára,Alls,4293
9999,14,2014,0,2014,Alls, 14 ára,Alls,4239
9999,14,2015,0,2015,Alls, 14 ára,Alls,4399
9999,14,2016,0,2016,Alls, 14 ára,Alls,4183
9999,14,2017,0,2017,Alls, 14 ára,Alls,4153
9999,14,2018,0,2018,Alls, 14 ára,Alls,4285
9999,14,2019,0,2019,Alls, 14 ára,Alls,4472
9999,14,2020,0,2020,Alls, 14 ára,Alls,4458
9999,14,2021,0,2021,Alls, 14 ára,Alls,4607
9999,14,2022,0,2022,Alls, 14 ára,Alls,4728
9999,14,2023,0,2023,Alls, 14 ára,Alls,5009
9999,14,2024,0,2024,Alls, 14 ára,Alls,5229
9999,14,2025,0,2025,Alls, 14 ára,Alls,5229
9999,14,2026,0,2026,Alls, 14 ára,Alls,4938
9999,15,1998,0,1998,Alls, 15 ára,Alls,4352
9999,15,1999,0,1999,Alls, 15 ára,Alls,4246
9999,15,2000,0,2000,Alls, 15 ára,Alls,4090
9999,15,2001,0,2001,Alls, 15 ára,Alls,3893
9999,15,2002,0,2002,Alls, 15 ára,Alls,3894
9999,15,2003,0,2003,Alls, 15 ára,Alls,4168
9999,15,2004,0,2004,Alls, 15 ára,Alls,4652
9999,15,2005,0,2005,Alls, 15 ára,Alls,4510
9999,15,2006,0,2006,Alls, 15 ára,Alls,4843
9999,15,2007,0,2007,Alls, 15 ára,Alls,4557
9999,15,2008,0,2008,Alls, 15 ára,Alls,4710
9999,15,2009,0,2009,Alls, 15 ára,Alls,4788
9999,15,2010,0,2010,Alls, 15 ára,Alls,4614
9999,15,2011,0,2011,Alls, 15 ára,Alls,4405
9999,15,2012,0,2012,Alls, 15 ára,Alls,4484
9999,15,2013,0,2013,Alls, 15 ára,Alls,4330
9999,15,2014,0,2014,Alls, 15 ára,Alls,4313
9999,15,2015,0,2015,Alls, 15 ára,Alls,4246
9999,15,2016,0,2016,Alls, 15 ára,Alls,4394
9999,15,2017,0,2017,Alls, 15 ára,Alls,4219
9999,15,2018,0,2018,Alls, 15 ára,Alls,4191
9999,15,2019,0,2019,Alls, 15 ára,Alls,4316
9999,15,2020,0,2020,Alls, 15 ára,Alls,4502
9999,15,2021,0,2021,Alls, 15 ára,Alls,4492
9999,15,2022,0,2022,Alls, 15 ára,Alls,4646
9999,15,2023,0,2023,Alls, 15 ára,Alls,4809
9999,15,2024,0,2024,Alls, 15 ára,Alls,5076
9999,15,2025,0,2025,Alls, 15 ára,Alls,5272
9999,15,2026,0,2026,Alls, 15 ára,Alls,5250
0000,-1,1998,0,1998,Reykjavíkurborg,Alls,Alls,107341
0000,-1,1999,0,1999,Reykjavíkurborg,Alls,Alls,108484
0000,-1,2000,0,2000,Reykjavíkurborg,Alls,Alls,109887
0000,-1,2001,0,2001,Reykjavíkurborg,Alls,Alls,111544
0000,-1,2002,0,2002,Reykjavíkurborg,Alls,Alls,112411
0000,-1,2003,0,2003,Reykjavíkurborg,Alls,Alls,112554
0000,-1,2004,0,2004,Reykjavíkurborg,Alls,Alls,113288
0000,-1,2005,0,2005,Reykjavíkurborg,Alls,Alls,113848
0000,-1,2006,0,2006,Reykjavíkurborg,Alls,Alls,114968
0000,-1,2007,0,2007,Reykjavíkurborg,Alls,Alls,116642
0000,-1,2008,0,2008,Reykjavíkurborg,Alls,Alls,118827
0000,-1,2009,0,2009,Reykjavíkurborg,Alls,Alls,119547
0000,-1,2010,0,2010,Reykjavíkurborg,Alls,Alls,118326
0000,-1,2011,0,2011,Reykjavíkurborg,Alls,Alls,115394
0000,-1,2012,0,2012,Reykjavíkurborg,Alls,Alls,115555
0000,-1,2013,0,2013,Reykjavíkurborg,Alls,Alls,116622
0000,-1,2014,0,2014,Reykjavíkurborg,Alls,Alls,118192
0000,-1,2015,0,2015,Reykjavíkurborg,Alls,Alls,118789
0000,-1,2016,0,2016,Reykjavíkurborg,Alls,Alls,119266
0000,-1,2017,0,2017,Reykjavíkurborg,Alls,Alls,120513
0000,-1,2018,0,2018,Reykjavíkurborg,Alls,Alls,123141
0000,-1,2019,0,2019,Reykjavíkurborg,Alls,Alls,125360
0000,-1,2020,0,2020,Reykjavíkurborg,Alls,Alls,126549
0000,-1,2021,0,2021,Reykjavíkurborg,Alls,Alls,128610
0000,-1,2022,0,2022,Reykjavíkurborg,Alls,Alls,130638
0000,-1,2023,0,2023,Reykjavíkurborg,Alls,Alls,134298
0000,-1,2024,0,2024,Reykjavíkurborg,Alls,Alls,136894
0000,-1,2025,0,2025,Reykjavíkurborg,Alls,Alls,138772
0000,-1,2026,0,2026,Reykjavíkurborg,Alls,Alls,139804
0000,6,1998,0,1998,Reykjavíkurborg, 6 ára,Alls,1601
0000,6,1999,0,1999,Reykjavíkurborg, 6 ára,Alls,1649
0000,6,2000,0,2000,Reykjavíkurborg, 6 ára,Alls,1687
0000,6,2001,0,2001,Reykjavíkurborg, 6 ára,Alls,1635
0000,6,2002,0,2002,Reykjavíkurborg, 6 ára,Alls,1548
0000,6,2003,0,2003,Reykjavíkurborg, 6 ára,Alls,1581
0000,6,2004,0,2004,Reykjavíkurborg, 6 ára,Alls,1481
0000,6,2005,0,2005,Reykjavíkurborg, 6 ára,Alls,1500
0000,6,2006,0,2006,Reykjavíkurborg, 6 ára,Alls,1431
0000,6,2007,0,2007,Reykjavíkurborg, 6 ára,Alls,1533
0000,6,2008,0,2008,Reykjavíkurborg, 6 ára,Alls,1440
0000,6,2009,0,2009,Reykjavíkurborg, 6 ára,Alls,1437
0000,6,2010,0,2010,Reykjavíkurborg, 6 ára,Alls,1391
0000,6,2011,0,2011,Reykjavíkurborg, 6 ára,Alls,1441
0000,6,2012,0,2012,Reykjavíkurborg, 6 ára,Alls,1530
0000,6,2013,0,2013,Reykjavíkurborg, 6 ára,Alls,1508
0000,6,2014,0,2014,Reykjavíkurborg, 6 ára,Alls,1606
0000,6,2015,0,2015,Reykjavíkurborg, 6 ára,Alls,1620
0000,6,2016,0,2016,Reykjavíkurborg, 6 ára,Alls,1682
0000,6,2017,0,2017,Reykjavíkurborg, 6 ára,Alls,1651
0000,6,2018,0,2018,Reykjavíkurborg, 6 ára,Alls,1505
0000,6,2019,0,2019,Reykjavíkurborg, 6 ára,Alls,1513
0000,6,2020,0,2020,Reykjavíkurborg, 6 ára,Alls,1520
0000,6,2021,0,2021,Reykjavíkurborg, 6 ára,Alls,1489
0000,6,2022,0,2022,Reykjavíkurborg, 6 ára,Alls,1404
0000,6,2023,0,2023,Reykjavíkurborg, 6 ára,Alls,1422
0000,6,2024,0,2024,Reykjavíkurborg, 6 ára,Alls,1413
0000,6,2025,0,2025,Reykjavíkurborg, 6 ára,Alls,1469
0000,6,2026,0,2026,Reykjavíkurborg, 6 ára,Alls,1556
0000,7,1998,0,1998,Reykjavíkurborg, 7 ára,Alls,1686
0000,7,1999,0,1999,Reykjavíkurborg, 7 ára,Alls,1581
0000,7,2000,0,2000,Reykjavíkurborg, 7 ára,Alls,1640
0000,7,2001,0,2001,Reykjavíkurborg, 7 ára,Alls,1676
0000,7,2002,0,2002,Reykjavíkurborg, 7 ára,Alls,1608
0000,7,2003,0,2003,Reykjavíkurborg, 7 ára,Alls,1533
0000,7,2004,0,2004,Reykjavíkurborg, 7 ára,Alls,1548
0000,7,2005,0,2005,Reykjavíkurborg, 7 ára,Alls,1479
0000,7,2006,0,2006,Reykjavíkurborg, 7 ára,Alls,1478
0000,7,2007,0,2007,Reykjavíkurborg, 7 ára,Alls,1417
0000,7,2008,0,2008,Reykjavíkurborg, 7 ára,Alls,1516
0000,7,2009,0,2009,Reykjavíkurborg, 7 ára,Alls,1404
0000,7,2010,0,2010,Reykjavíkurborg, 7 ára,Alls,1393
0000,7,2011,0,2011,Reykjavíkurborg, 7 ára,Alls,1353
0000,7,2012,0,2012,Reykjavíkurborg, 7 ára,Alls,1401
0000,7,2013,0,2013,Reykjavíkurborg, 7 ára,Alls,1510
0000,7,2014,0,2014,Reykjavíkurborg, 7 ára,Alls,1490
0000,7,2015,0,2015,Reykjavíkurborg, 7 ára,Alls,1576
0000,7,2016,0,2016,Reykjavíkurborg, 7 ára,Alls,1606
0000,7,2017,0,2017,Reykjavíkurborg, 7 ára,Alls,1673
0000,7,2018,0,2018,Reykjavíkurborg, 7 ára,Alls,1638
0000,7,2019,0,2019,Reykjavíkurborg, 7 ára,Alls,1495
0000,7,2020,0,2020,Reykjavíkurborg, 7 ára,Alls,1508
0000,7,2021,0,2021,Reykjavíkurborg, 7 ára,Alls,1533
0000,7,2022,0,2022,Reykjavíkurborg, 7 ára,Alls,1495
0000,7,2023,0,2023,Reykjavíkurborg, 7 ára,Alls,1453
0000,7,2024,0,2024,Reykjavíkurborg, 7 ára,Alls,1415
0000,7,2025,0,2025,Reykjavíkurborg, 7 ára,Alls,1445
0000,7,2026,0,2026,Reykjavíkurborg, 7 ára,Alls,1464
0000,8,1998,0,1998,Reykjavíkurborg, 8 ára,Alls,1546
0000,8,1999,0,1999,Reykjavíkurborg, 8 ára,Alls,1692
0000,8,2000,0,2000,Reykjavíkurborg, 8 ára,Alls,1577
0000,8,2001,0,2001,Reykjavíkurborg, 8 ára,Alls,1628
0000,8,2002,0,2002,Reykjavíkurborg, 8 ára,Alls,1660
0000,8,2003,0,2003,Reykjavíkurborg, 8 ára,Alls,1569
0000,8,2004,0,2004,Reykjavíkurborg, 8 ára,Alls,1508
0000,8,2005,0,2005,Reykjavíkurborg, 8 ára,Alls,1533
0000,8,2006,0,2006,Reykjavíkurborg, 8 ára,Alls,1454
0000,8,2007,0,2007,Reykjavíkurborg, 8 ára,Alls,1448
0000,8,2008,0,2008,Reykjavíkurborg, 8 ára,Alls,1414
0000,8,2009,0,2009,Reykjavíkurborg, 8 ára,Alls,1491
0000,8,2010,0,2010,Reykjavíkurborg, 8 ára,Alls,1373
0000,8,2011,0,2011,Reykjavíkurborg, 8 ára,Alls,1347
0000,8,2012,0,2012,Reykjavíkurborg, 8 ára,Alls,1318
0000,8,2013,0,2013,Reykjavíkurborg, 8 ára,Alls,1384
0000,8,2014,0,2014,Reykjavíkurborg, 8 ára,Alls,1515
0000,8,2015,0,2015,Reykjavíkurborg, 8 ára,Alls,1452
0000,8,2016,0,2016,Reykjavíkurborg, 8 ára,Alls,1554
0000,8,2017,0,2017,Reykjavíkurborg, 8 ára,Alls,1601
0000,8,2018,0,2018,Reykjavíkurborg, 8 ára,Alls,1650
0000,8,2019,0,2019,Reykjavíkurborg, 8 ára,Alls,1609
0000,8,2020,0,2020,Reykjavíkurborg, 8 ára,Alls,1495
0000,8,2021,0,2021,Reykjavíkurborg, 8 ára,Alls,1525
0000,8,2022,0,2022,Reykjavíkurborg, 8 ára,Alls,1526
0000,8,2023,0,2023,Reykjavíkurborg, 8 ára,Alls,1504
0000,8,2024,0,2024,Reykjavíkurborg, 8 ára,Alls,1452
0000,8,2025,0,2025,Reykjavíkurborg, 8 ára,Alls,1422
0000,8,2026,0,2026,Reykjavíkurborg, 8 ára,Alls,1450
0000,9,1998,0,1998,Reykjavíkurborg, 9 ára,Alls,1532
0000,9,1999,0,1999,Reykjavíkurborg, 9 ára,Alls,1552
0000,9,2000,0,2000,Reykjavíkurborg, 9 ára,Alls,1684
0000,9,2001,0,2001,Reykjavíkurborg, 9 ára,Alls,1587
