year,sveitarfelag_source,sveitarfelag_harmonized,sveitarfelag_harmonization_status,sveitarfelag_harmonization_note,population_total,population_age_6_15,population_age_6_15_note,source_url,source_note
2000,Reykjavíkurborg,Reykjavíkurborg,unchanged,Already current for project joins.,109887,15009,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Seltjarnarnesbær,Seltjarnarnesbær,unchanged,No project-local harmonization needed; carried forward as current/source name.,4665,768,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Skaftárhreppur,Skaftárhreppur,unchanged,Already current for project joins.,585,95,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Skagafjörður,Skagafjörður,unchanged,No project-local harmonization needed; carried forward as current/source name.,4411,714,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Skeiða- og Gnúpverjahreppur,Skeiða- og Gnúpverjahreppur,unchanged,Already current for project joins.,532,94,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Skorradalshreppur,Skorradalshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,45,5,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Snæfellsbær,Snæfellsbær,unchanged,Already current for project joins.,1719,303,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Strandabyggð,Strandabyggð,unchanged,Already current for project joins.,577,95,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Suðurnesjabær,Suðurnesjabær,unchanged,Already current for project joins.,2508,499,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Svalbarðsstrandarhreppur,Svalbarðsstrandarhreppur,unchanged,Already current for project joins.,341,68,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Sveitarfélagið Hornafjörður,Sveitarfélagið Hornafjörður,unchanged,Already current for project joins.,2395,434,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Sveitarfélagið Skagaströnd,Sveitarfélagið Skagaströnd,unchanged,Already current for project joins.,615,113,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Sveitarfélagið Stykkishólmur,Sveitarfélagið Stykkishólmur,unchanged,No project-local harmonization needed; carried forward as current/source name.,1273,223,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Sveitarfélagið Vogar,Sveitarfélagið Vogar,unchanged,Already current for project joins.,732,135,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Sveitarfélagið Árborg,Sveitarfélagið Árborg,unchanged,Already current for project joins.,5691,941,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Sveitarfélagið Ölfus,Sveitarfélagið Ölfus,unchanged,Already current for project joins.,1659,310,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Súðavíkurhreppur,Súðavíkurhreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,255,30,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Tjörneshreppur,Tjörneshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,73,16,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Vestmannaeyjabær,Vestmannaeyjabær,unchanged,Already current for project joins.,4581,807,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Vesturbyggð,Vesturbyggð,unchanged,Already current for project joins.,1596,271,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Vopnafjarðarhreppur,Vopnafjarðarhreppur,unchanged,Already current for project joins.,789,117,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Árneshreppur,Árneshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,67,7,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Ásahreppur,Ásahreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,129,17,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Ísafjarðarbær,Ísafjarðarbær,unchanged,Already current for project joins.,4280,704,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2000,Þingeyjarsveit,Þingeyjarsveit,unchanged,Already current for project joins.,1499,232,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Akraneskaupstaður,Akraneskaupstaður,unchanged,Already current for project joins.,5450,899,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Akureyrarbær,Akureyrarbær,unchanged,No project-local harmonization needed; carried forward as current/source name.,15692,2488,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Bláskógabyggð,Bláskógabyggð,unchanged,Already current for project joins.,848,152,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Bolungarvíkurkaupstaður,Bolungarvíkurkaupstaður,unchanged,No project-local harmonization needed; carried forward as current/source name.,997,166,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Borgarbyggð,Borgarbyggð,unchanged,Already current for project joins.,3353,594,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Dalabyggð,Dalabyggð,unchanged,Already current for project joins.,789,97,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Dalvíkurbyggð,Dalvíkurbyggð,unchanged,Already current for project joins.,2034,384,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Eyja- og Miklaholtshreppur,Eyja- og Miklaholtshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,117,18,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Eyjafjarðarsveit,Eyjafjarðarsveit,unchanged,Already current for project joins.,982,180,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Fjallabyggð,Fjallabyggð,unchanged,Already current for project joins.,2594,428,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Fjarðabyggð,Fjarðabyggð,unchanged,Already current for project joins.,4308,668,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Fljótsdalshreppur,Fljótsdalshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,86,11,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Flóahreppur,Flóahreppur,unchanged,Already current for project joins.,491,93,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Garðabær,Garðabær,unchanged,Already current for project joins.,9611,1642,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Grindavíkurbær,Grindavíkurbær,unchanged,Already current for project joins.,2314,420,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Grundarfjarðarbær,Grundarfjarðarbær,unchanged,Already current for project joins.,949,209,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Grímsnes- og Grafningshreppur,Grímsnes- og Grafningshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,327,46,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Grýtubakkahreppur,Grýtubakkahreppur,unchanged,Already current for project joins.,380,45,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Hafnarfjarðarkaupstaður,Hafnarfjarðarkaupstaður,unchanged,Already current for project joins.,19688,3452,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Hrunamannahreppur,Hrunamannahreppur,unchanged,Already current for project joins.,724,136,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Hvalfjarðarsveit,Hvalfjarðarsveit,unchanged,Already current for project joins.,555,111,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Hveragerðisbær,Hveragerðisbær,unchanged,Already current for project joins.,1816,332,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Hörgársveit,Hörgársveit,unchanged,Already current for project joins.,584,97,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Húnabyggð,Húnabyggð,unchanged,Already current for project joins.,1606,253,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Húnaþing vestra,Húnaþing vestra,unchanged,Already current for project joins.,1321,192,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Kaldrananeshreppur,Kaldrananeshreppur,unchanged,Already current for project joins.,131,17,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Kjósarhreppur,Kjósarhreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,151,27,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Kópavogsbær,Kópavogsbær,unchanged,Already current for project joins.,23647,3636,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Langanesbyggð,Langanesbyggð,unchanged,Already current for project joins.,702,91,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Mosfellsbær,Mosfellsbær,unchanged,Already current for project joins.,6113,1128,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Múlaþing,Múlaþing,unchanged,Already current for project joins.,4262,689,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Mýrdalshreppur,Mýrdalshreppur,unchanged,Already current for project joins.,521,92,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Norðurþing,Norðurþing,unchanged,Already current for project joins.,3333,576,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Rangárþing eystra,Rangárþing eystra,unchanged,Already current for project joins.,1654,270,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Rangárþing ytra,Rangárþing ytra,unchanged,Already current for project joins.,1419,241,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Reykhólahreppur,Reykhólahreppur,unchanged,Already current for project joins.,311,49,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Reykjanesbær,Reykjanesbær,unchanged,Already current for project joins.,10856,1750,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Reykjavíkurborg,Reykjavíkurborg,unchanged,Already current for project joins.,111544,15277,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Seltjarnarnesbær,Seltjarnarnesbær,unchanged,No project-local harmonization needed; carried forward as current/source name.,4673,777,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
2001,Skaftárhreppur,Skaftárhreppur,unchanged,Already current for project joins.,575,92,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
