year,sveitarfelag_source,sveitarfelag_harmonized,sveitarfelag_harmonization_status,sveitarfelag_harmonization_note,population_total,population_age_6_15,population_age_6_15_note,source_url,source_note
1998,Akraneskaupstaður,Akraneskaupstaður,unchanged,Already current for project joins.,5125,871,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Akureyrarbær,Akureyrarbær,unchanged,No project-local harmonization needed; carried forward as current/source name.,15428,2471,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Bláskógabyggð,Bláskógabyggð,unchanged,Already current for project joins.,792,137,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Bolungarvíkurkaupstaður,Bolungarvíkurkaupstaður,unchanged,No project-local harmonization needed; carried forward as current/source name.,1093,190,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Borgarbyggð,Borgarbyggð,unchanged,Already current for project joins.,3259,551,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Dalabyggð,Dalabyggð,unchanged,Already current for project joins.,833,115,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Dalvíkurbyggð,Dalvíkurbyggð,unchanged,Already current for project joins.,2082,385,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Eyja- og Miklaholtshreppur,Eyja- og Miklaholtshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,122,22,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Eyjafjarðarsveit,Eyjafjarðarsveit,unchanged,Already current for project joins.,936,170,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Fjallabyggð,Fjallabyggð,unchanged,Already current for project joins.,2731,480,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Fjarðabyggð,Fjarðabyggð,unchanged,Already current for project joins.,4671,813,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Fljótsdalshreppur,Fljótsdalshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,100,16,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Flóahreppur,Flóahreppur,unchanged,Already current for project joins.,496,89,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Garðabær,Garðabær,unchanged,Already current for project joins.,9216,1641,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Grindavíkurbær,Grindavíkurbær,unchanged,Already current for project joins.,2134,368,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Grundarfjarðarbær,Grundarfjarðarbær,unchanged,Already current for project joins.,922,191,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Grímsnes- og Grafningshreppur,Grímsnes- og Grafningshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,298,43,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Grýtubakkahreppur,Grýtubakkahreppur,unchanged,Already current for project joins.,377,50,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Hafnarfjarðarkaupstaður,Hafnarfjarðarkaupstaður,unchanged,Already current for project joins.,18196,3265,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Hrunamannahreppur,Hrunamannahreppur,unchanged,Already current for project joins.,693,137,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Hvalfjarðarsveit,Hvalfjarðarsveit,unchanged,Already current for project joins.,545,109,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Hveragerðisbær,Hveragerðisbær,unchanged,Already current for project joins.,1668,305,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Hörgársveit,Hörgársveit,unchanged,Already current for project joins.,613,93,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Húnabyggð,Húnabyggð,unchanged,Already current for project joins.,1676,270,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Húnaþing vestra,Húnaþing vestra,unchanged,Already current for project joins.,1412,223,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Kaldrananeshreppur,Kaldrananeshreppur,unchanged,Already current for project joins.,142,22,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Kjósarhreppur,Kjósarhreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,138,23,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Kópavogsbær,Kópavogsbær,unchanged,Already current for project joins.,19867,3060,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Langanesbyggð,Langanesbyggð,unchanged,Already current for project joins.,761,102,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Mosfellsbær,Mosfellsbær,unchanged,Already current for project joins.,5246,975,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Múlaþing,Múlaþing,unchanged,Already current for project joins.,4323,754,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Mýrdalshreppur,Mýrdalshreppur,unchanged,Already current for project joins.,526,96,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Norðurþing,Norðurþing,unchanged,Already current for project joins.,3471,590,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Rangárþing eystra,Rangárþing eystra,unchanged,Already current for project joins.,1702,300,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Rangárþing ytra,Rangárþing ytra,unchanged,Already current for project joins.,1382,243,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Reykhólahreppur,Reykhólahreppur,unchanged,Already current for project joins.,335,56,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Reykjanesbær,Reykjanesbær,unchanged,Already current for project joins.,10405,1714,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Reykjavíkurborg,Reykjavíkurborg,unchanged,Already current for project joins.,107341,14640,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Seltjarnarnesbær,Seltjarnarnesbær,unchanged,No project-local harmonization needed; carried forward as current/source name.,4602,742,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Skaftárhreppur,Skaftárhreppur,unchanged,Already current for project joins.,593,96,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Skagafjörður,Skagafjörður,unchanged,No project-local harmonization needed; carried forward as current/source name.,4536,724,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Skeiða- og Gnúpverjahreppur,Skeiða- og Gnúpverjahreppur,unchanged,Already current for project joins.,558,106,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Skorradalshreppur,Skorradalshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,52,3,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Snæfellsbær,Snæfellsbær,unchanged,Already current for project joins.,1743,325,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Strandabyggð,Strandabyggð,unchanged,Already current for project joins.,639,101,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Suðurnesjabær,Suðurnesjabær,unchanged,Already current for project joins.,2460,519,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Svalbarðsstrandarhreppur,Svalbarðsstrandarhreppur,unchanged,Already current for project joins.,342,71,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Sveitarfélagið Hornafjörður,Sveitarfélagið Hornafjörður,unchanged,Already current for project joins.,2476,423,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Sveitarfélagið Skagaströnd,Sveitarfélagið Skagaströnd,unchanged,Already current for project joins.,628,113,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Sveitarfélagið Stykkishólmur,Sveitarfélagið Stykkishólmur,unchanged,No project-local harmonization needed; carried forward as current/source name.,1323,237,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Sveitarfélagið Vogar,Sveitarfélagið Vogar,unchanged,Already current for project joins.,716,133,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Sveitarfélagið Árborg,Sveitarfélagið Árborg,unchanged,Already current for project joins.,5486,921,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Sveitarfélagið Ölfus,Sveitarfélagið Ölfus,unchanged,Already current for project joins.,1526,284,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Súðavíkurhreppur,Súðavíkurhreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,271,32,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Tjörneshreppur,Tjörneshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,78,15,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Vestmannaeyjabær,Vestmannaeyjabær,unchanged,Already current for project joins.,4628,764,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Vesturbyggð,Vesturbyggð,unchanged,Already current for project joins.,1581,282,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Vopnafjarðarhreppur,Vopnafjarðarhreppur,unchanged,Already current for project joins.,852,139,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Árneshreppur,Árneshreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,72,8,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Ásahreppur,Ásahreppur,unchanged,No project-local harmonization needed; carried forward as current/source name.,141,22,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Ísafjarðarbær,Ísafjarðarbær,unchanged,Already current for project joins.,4423,761,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1998,Þingeyjarsveit,Þingeyjarsveit,unchanged,Already current for project joins.,1598,254,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1999,Akraneskaupstaður,Akraneskaupstaður,unchanged,Already current for project joins.,5186,862,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1999,Akureyrarbær,Akureyrarbær,unchanged,No project-local harmonization needed; carried forward as current/source name.,15442,2469,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
1999,Bláskógabyggð,Bláskógabyggð,unchanged,Already current for project joins.,792,132,"Population ages 6-15; proxy denominator only, not exact grunnskóli enrollment.",https://px.hagstofa.is/pxis/pxweb/is/Ibuar/Ibuar__mannfjoldi__2_byggdir__sveitarfelog/MAN02005.px,Hagstofa table MAN02005. Kyn=Alls. population_total uses Aldur=Alls; population_age_6_15 sums ages 6 through 15 as a school-age population proxy.
